scientific_name,park_name,observations,category,common_names,conservation_status,primary_common_name
Hesperis matronalis,Bryce National Park,124,Vascular Plant,Dames Rocket,Not Evaluated,Dames Rocket
Hesperis matronalis,Great Smoky Mountains National Park,76,Vascular Plant,Dames Rocket,Not Evaluated,Dames Rocket
Hesperis matronalis,Yellowstone National Park,254,Vascular Plant,Dames Rocket,Not Evaluated,Dames Rocket
Hesperis matronalis,Yosemite National Park,134,Vascular Plant,Dames Rocket,Not Evaluated,Dames Rocket
Hesperochiron californicus,Bryce National Park,109,Vascular Plant,California Hesperochiron,Not Evaluated,California Hesperochiron
Hesperochiron californicus,Great Smoky Mountains National Park,35,Vascular Plant,California Hesperochiron,Not Evaluated,California Hesperochiron
Hesperochiron californicus,Yellowstone National Park,259,Vascular Plant,California Hesperochiron,Not Evaluated,California Hesperochiron
Hesperochiron californicus,Yosemite National Park,186,Vascular Plant,California Hesperochiron,Not Evaluated,California Hesperochiron
Hesperochiron pumilus,Bryce National Park,75,Vascular Plant,Dwarf Hesperochiron,Not Evaluated,Dwarf Hesperochiron
Hesperochiron pumilus,Great Smoky Mountains National Park,62,Vascular Plant,Dwarf Hesperochiron,Not Evaluated,Dwarf Hesperochiron
Hesperochiron pumilus,Yellowstone National Park,296,Vascular Plant,Dwarf Hesperochiron,Not Evaluated,Dwarf Hesperochiron
Hesperochiron pumilus,Yosemite National Park,154,Vascular Plant,Dwarf Hesperochiron,Not Evaluated,Dwarf Hesperochiron
Hesperostipa comata ssp. comata,Bryce National Park,83,Vascular Plant,"Needle And Thread, Needleandthread",Not Evaluated,Needle And Thread
Hesperostipa comata ssp. comata,Great Smoky Mountains National Park,99,Vascular Plant,"Needle And Thread, Needleandthread",Not Evaluated,Needle And Thread
Hesperostipa comata ssp. comata,Yellowstone National Park,255,Vascular Plant,"Needle And Thread, Needleandthread",Not Evaluated,Needle And Thread
Hesperostipa comata ssp. comata,Yosemite National Park,128,Vascular Plant,"Needle And Thread, Needleandthread",Not Evaluated,Needle And Thread
Heterocladium macounii,Bryce National Park,102,Nonvascular Plant,Macoun's Heterocladium Moss,Not Evaluated,Macoun's Heterocladium Moss
Heterocladium macounii,Great Smoky Mountains National Park,110,Nonvascular Plant,Macoun's Heterocladium Moss,Not Evaluated,Macoun's Heterocladium Moss
Heterocladium macounii,Yellowstone National Park,255,Nonvascular Plant,Macoun's Heterocladium Moss,Not Evaluated,Macoun's Heterocladium Moss
Heterocladium macounii,Yosemite National Park,128,Nonvascular Plant,Macoun's Heterocladium Moss,Not Evaluated,Macoun's Heterocladium Moss
Heterocodon rariflorum,Bryce National Park,141,Vascular Plant,"Rareflower Heterocodon, Western Pearlflower",Not Evaluated,Rareflower Heterocodon
Heterocodon rariflorum,Great Smoky Mountains National Park,37,Vascular Plant,"Rareflower Heterocodon, Western Pearlflower",Not Evaluated,Rareflower Heterocodon
Heterocodon rariflorum,Yellowstone National Park,272,Vascular Plant,"Rareflower Heterocodon, Western Pearlflower",Not Evaluated,Rareflower Heterocodon
Heterocodon rariflorum,Yosemite National Park,135,Vascular Plant,"Rareflower Heterocodon, Western Pearlflower",Not Evaluated,Rareflower Heterocodon
Heterodon platirhinos,Bryce National Park,101,Reptile,Eastern Hognose Snake,Not Evaluated,Eastern Hognose Snake
Heterodon platirhinos,Great Smoky Mountains National Park,65,Reptile,Eastern Hognose Snake,Not Evaluated,Eastern Hognose Snake
Heterodon platirhinos,Yellowstone National Park,257,Reptile,Eastern Hognose Snake,Not Evaluated,Eastern Hognose Snake
Heterodon platirhinos,Yosemite National Park,127,Reptile,Eastern Hognose Snake,Not Evaluated,Eastern Hognose Snake
Heterophyllium affine,Bryce National Park,106,Nonvascular Plant,Heterophyllium Moss,Not Evaluated,Heterophyllium Moss
Heterophyllium affine,Great Smoky Mountains National Park,84,Nonvascular Plant,Heterophyllium Moss,Not Evaluated,Heterophyllium Moss
Heterophyllium affine,Yellowstone National Park,239,Nonvascular Plant,Heterophyllium Moss,Not Evaluated,Heterophyllium Moss
Heterophyllium affine,Yosemite National Park,138,Nonvascular Plant,Heterophyllium Moss,Not Evaluated,Heterophyllium Moss
Heterotheca camporum,Bryce National Park,122,Vascular Plant,Lemonyellow Falsegoldenaster,Not Evaluated,Lemonyellow Falsegoldenaster
Heterotheca camporum,Great Smoky Mountains National Park,94,Vascular Plant,Lemonyellow Falsegoldenaster,Not Evaluated,Lemonyellow Falsegoldenaster
Heterotheca camporum,Yellowstone National Park,239,Vascular Plant,Lemonyellow Falsegoldenaster,Not Evaluated,Lemonyellow Falsegoldenaster
Heterotheca camporum,Yosemite National Park,147,Vascular Plant,Lemonyellow Falsegoldenaster,Not Evaluated,Lemonyellow Falsegoldenaster
Heterotheca grandiflora,Bryce National Park,99,Vascular Plant,"Telegraph Weed, Telegraphweed",Not Evaluated,Telegraph Weed
Heterotheca grandiflora,Great Smoky Mountains National Park,48,Vascular Plant,"Telegraph Weed, Telegraphweed",Not Evaluated,Telegraph Weed
Heterotheca grandiflora,Yellowstone National Park,270,Vascular Plant,"Telegraph Weed, Telegraphweed",Not Evaluated,Telegraph Weed
Heterotheca grandiflora,Yosemite National Park,182,Vascular Plant,"Telegraph Weed, Telegraphweed",Not Evaluated,Telegraph Weed
Heterotheca sessiliflora ssp. echioides,Bryce National Park,140,Vascular Plant,Sessileflower False Goldenaster,Not Evaluated,Sessileflower False Goldenaster
Heterotheca sessiliflora ssp. echioides,Great Smoky Mountains National Park,98,Vascular Plant,Sessileflower False Goldenaster,Not Evaluated,Sessileflower False Goldenaster
Heterotheca sessiliflora ssp. echioides,Yellowstone National Park,257,Vascular Plant,Sessileflower False Goldenaster,Not Evaluated,Sessileflower False Goldenaster
Heterotheca sessiliflora ssp. echioides,Yosemite National Park,157,Vascular Plant,Sessileflower False Goldenaster,Not Evaluated,Sessileflower False Goldenaster
Heterotheca villosa var. hispida,Bryce National Park,72,Vascular Plant,Bristly Hairy Goldaster,Not Evaluated,Bristly Hairy Goldaster
Heterotheca villosa var. hispida,Great Smoky Mountains National Park,71,Vascular Plant,Bristly Hairy Goldaster,Not Evaluated,Bristly Hairy Goldaster
Heterotheca villosa var. hispida,Yellowstone National Park,224,Vascular Plant,Bristly Hairy Goldaster,Not Evaluated,Bristly Hairy Goldaster
Heterotheca villosa var. hispida,Yosemite National Park,154,Vascular Plant,Bristly Hairy Goldaster,Not Evaluated,Bristly Hairy Goldaster
Heterotheca villosa var. nana,Bryce National Park,71,Vascular Plant,Hairy False Goldenaster,Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. nana,Great Smoky Mountains National Park,111,Vascular Plant,Hairy False Goldenaster,Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. nana,Yellowstone National Park,257,Vascular Plant,Hairy False Goldenaster,Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. nana,Yosemite National Park,140,Vascular Plant,Hairy False Goldenaster,Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. villosa,Bryce National Park,98,Vascular Plant,"Hairy False Goldenaster, Hairy False Golden-Aster",Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. villosa,Great Smoky Mountains National Park,61,Vascular Plant,"Hairy False Goldenaster, Hairy False Golden-Aster",Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. villosa,Yellowstone National Park,276,Vascular Plant,"Hairy False Goldenaster, Hairy False Golden-Aster",Not Evaluated,Hairy False Goldenaster
Heterotheca villosa var. villosa,Yosemite National Park,124,Vascular Plant,"Hairy False Goldenaster, Hairy False Golden-Aster",Not Evaluated,Hairy False Goldenaster
Heuchera americana,Bryce National Park,104,Vascular Plant,"Alumroot, American Alumroot",Not Evaluated,Alumroot
Heuchera americana,Great Smoky Mountains National Park,111,Vascular Plant,"Alumroot, American Alumroot",Not Evaluated,Alumroot
Heuchera americana,Yellowstone National Park,265,Vascular Plant,"Alumroot, American Alumroot",Not Evaluated,Alumroot
Heuchera americana,Yosemite National Park,163,Vascular Plant,"Alumroot, American Alumroot",Not Evaluated,Alumroot
Heuchera longiflora,Bryce National Park,100,Vascular Plant,"Alumroot, Long-Flower Alumroot",Not Evaluated,Alumroot
Heuchera longiflora,Great Smoky Mountains National Park,79,Vascular Plant,"Alumroot, Long-Flower Alumroot",Not Evaluated,Alumroot
Heuchera longiflora,Yellowstone National Park,208,Vascular Plant,"Alumroot, Long-Flower Alumroot",Not Evaluated,Alumroot
Heuchera longiflora,Yosemite National Park,102,Vascular Plant,"Alumroot, Long-Flower Alumroot",Not Evaluated,Alumroot
Heuchera merriamii,Bryce National Park,103,Vascular Plant,Merriam's Alumroot,Not Evaluated,Merriam's Alumroot
Heuchera merriamii,Great Smoky Mountains National Park,50,Vascular Plant,Merriam's Alumroot,Not Evaluated,Merriam's Alumroot
Heuchera merriamii,Yellowstone National Park,287,Vascular Plant,Merriam's Alumroot,Not Evaluated,Merriam's Alumroot
Heuchera merriamii,Yosemite National Park,170,Vascular Plant,Merriam's Alumroot,Not Evaluated,Merriam's Alumroot
Heuchera micrantha,Bryce National Park,92,Vascular Plant,Crevice Alumroot,Not Evaluated,Crevice Alumroot
Heuchera micrantha,Great Smoky Mountains National Park,67,Vascular Plant,Crevice Alumroot,Not Evaluated,Crevice Alumroot
Heuchera micrantha,Yellowstone National Park,225,Vascular Plant,Crevice Alumroot,Not Evaluated,Crevice Alumroot
Heuchera micrantha,Yosemite National Park,146,Vascular Plant,Crevice Alumroot,Not Evaluated,Crevice Alumroot
Heuchera parvifolia,Bryce National Park,100,Vascular Plant,"Common Alumroot, Littleleaf Alumroot, Little-Leaf Alumroot",Not Evaluated,Common Alumroot
Heuchera parvifolia,Great Smoky Mountains National Park,64,Vascular Plant,"Common Alumroot, Littleleaf Alumroot, Little-Leaf Alumroot",Not Evaluated,Common Alumroot
Heuchera parvifolia,Yellowstone National Park,232,Vascular Plant,"Common Alumroot, Littleleaf Alumroot, Little-Leaf Alumroot",Not Evaluated,Common Alumroot
Heuchera parvifolia,Yosemite National Park,114,Vascular Plant,"Common Alumroot, Littleleaf Alumroot, Little-Leaf Alumroot",Not Evaluated,Common Alumroot
Heuchera pubescens,Bryce National Park,69,Vascular Plant,"Alumroot, Downy Alumroot",Not Evaluated,Alumroot
Heuchera pubescens,Great Smoky Mountains National Park,69,Vascular Plant,"Alumroot, Downy Alumroot",Not Evaluated,Alumroot
Heuchera pubescens,Yellowstone National Park,233,Vascular Plant,"Alumroot, Downy Alumroot",Not Evaluated,Alumroot
Heuchera pubescens,Yosemite National Park,151,Vascular Plant,"Alumroot, Downy Alumroot",Not Evaluated,Alumroot
Heuchera rubescens var. alpicola,Bryce National Park,104,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. alpicola,Great Smoky Mountains National Park,92,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. alpicola,Yellowstone National Park,281,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. alpicola,Yosemite National Park,138,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. glandulosa,Bryce National Park,102,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. glandulosa,Great Smoky Mountains National Park,87,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. glandulosa,Yellowstone National Park,251,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. glandulosa,Yosemite National Park,140,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. rydbergiana,Bryce National Park,131,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. rydbergiana,Great Smoky Mountains National Park,60,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. rydbergiana,Yellowstone National Park,231,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera rubescens var. rydbergiana,Yosemite National Park,146,Vascular Plant,Pink Alumroot,Not Evaluated,Pink Alumroot
Heuchera villosa,Bryce National Park,131,Vascular Plant,Hairy Alumroot,Not Evaluated,Hairy Alumroot
Heuchera villosa,Great Smoky Mountains National Park,68,Vascular Plant,Hairy Alumroot,Not Evaluated,Hairy Alumroot
Heuchera villosa,Yellowstone National Park,273,Vascular Plant,Hairy Alumroot,Not Evaluated,Hairy Alumroot
Heuchera villosa,Yosemite National Park,164,Vascular Plant,Hairy Alumroot,Not Evaluated,Hairy Alumroot
Hexalectris spicata,Bryce National Park,96,Vascular Plant,Crested Coralroot,Not Evaluated,Crested Coralroot
Hexalectris spicata,Great Smoky Mountains National Park,86,Vascular Plant,Crested Coralroot,Not Evaluated,Crested Coralroot
Hexalectris spicata,Yellowstone National Park,230,Vascular Plant,Crested Coralroot,Not Evaluated,Crested Coralroot
Hexalectris spicata,Yosemite National Park,127,Vascular Plant,Crested Coralroot,Not Evaluated,Crested Coralroot
Hexastylis arifolia,Bryce National Park,67,Vascular Plant,"Little Brown Jug, Little Brown Jugs",Not Evaluated,Little Brown Jug
Hexastylis arifolia,Great Smoky Mountains National Park,105,Vascular Plant,"Little Brown Jug, Little Brown Jugs",Not Evaluated,Little Brown Jug
Hexastylis arifolia,Yellowstone National Park,248,Vascular Plant,"Little Brown Jug, Little Brown Jugs",Not Evaluated,Little Brown Jug
Hexastylis arifolia,Yosemite National Park,163,Vascular Plant,"Little Brown Jug, Little Brown Jugs",Not Evaluated,Little Brown Jug
Hexastylis heterophylla,Bryce National Park,94,Vascular Plant,Variableleaf Heartleaf,Not Evaluated,Variableleaf Heartleaf
Hexastylis heterophylla,Great Smoky Mountains National Park,60,Vascular Plant,Variableleaf Heartleaf,Not Evaluated,Variableleaf Heartleaf
Hexastylis heterophylla,Yellowstone National Park,224,Vascular Plant,Variableleaf Heartleaf,Not Evaluated,Variableleaf Heartleaf
Hexastylis heterophylla,Yosemite National Park,128,Vascular Plant,Variableleaf Heartleaf,Not Evaluated,Variableleaf Heartleaf
Hexastylis shuttleworthii,Bryce National Park,92,Vascular Plant,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",Not Evaluated,Large-Flowered Heartleaf
Hexastylis shuttleworthii,Great Smoky Mountains National Park,41,Vascular Plant,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",Not Evaluated,Large-Flowered Heartleaf
Hexastylis shuttleworthii,Yellowstone National Park,249,Vascular Plant,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",Not Evaluated,Large-Flowered Heartleaf
Hexastylis shuttleworthii,Yosemite National Park,181,Vascular Plant,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",Not Evaluated,Large-Flowered Heartleaf
Hibiscus moscheutos ssp. moscheutos,Bryce National Park,101,Vascular Plant,Crimsoneyed Rosemallow,Not Evaluated,Crimsoneyed Rosemallow
Hibiscus moscheutos ssp. moscheutos,Great Smoky Mountains National Park,77,Vascular Plant,Crimsoneyed Rosemallow,Not Evaluated,Crimsoneyed Rosemallow
Hibiscus moscheutos ssp. moscheutos,Yellowstone National Park,260,Vascular Plant,Crimsoneyed Rosemallow,Not Evaluated,Crimsoneyed Rosemallow
Hibiscus moscheutos ssp. moscheutos,Yosemite National Park,181,Vascular Plant,Crimsoneyed Rosemallow,Not Evaluated,Crimsoneyed Rosemallow
Hibiscus syriacus,Bryce National Park,51,Vascular Plant,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",Not Evaluated,Rose-Of-Sharon
Hibiscus syriacus,Great Smoky Mountains National Park,67,Vascular Plant,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",Not Evaluated,Rose-Of-Sharon
Hibiscus syriacus,Yellowstone National Park,234,Vascular Plant,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",Not Evaluated,Rose-Of-Sharon
Hibiscus syriacus,Yosemite National Park,159,Vascular Plant,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",Not Evaluated,Rose-Of-Sharon
Hieracium X marianum,Bryce National Park,118,Vascular Plant,Hawkweed,Not Evaluated,Hawkweed
Hieracium X marianum,Great Smoky Mountains National Park,93,Vascular Plant,Hawkweed,Not Evaluated,Hawkweed
Hieracium X marianum,Yellowstone National Park,234,Vascular Plant,Hawkweed,Not Evaluated,Hawkweed
Hieracium X marianum,Yosemite National Park,143,Vascular Plant,Hawkweed,Not Evaluated,Hawkweed
Hieracium albiflorum,Bryce National Park,110,Vascular Plant,"White Hawkweed, Whiteflower Hawkweed",Not Evaluated,White Hawkweed
Hieracium albiflorum,Great Smoky Mountains National Park,67,Vascular Plant,"White Hawkweed, Whiteflower Hawkweed",Not Evaluated,White Hawkweed
Hieracium albiflorum,Yellowstone National Park,259,Vascular Plant,"White Hawkweed, Whiteflower Hawkweed",Not Evaluated,White Hawkweed
Hieracium albiflorum,Yosemite National Park,156,Vascular Plant,"White Hawkweed, Whiteflower Hawkweed",Not Evaluated,White Hawkweed
Hieracium argutum,Bryce National Park,109,Vascular Plant,Southern Hawkweed,Not Evaluated,Southern Hawkweed
Hieracium argutum,Great Smoky Mountains National Park,88,Vascular Plant,Southern Hawkweed,Not Evaluated,Southern Hawkweed
Hieracium argutum,Yellowstone National Park,239,Vascular Plant,Southern Hawkweed,Not Evaluated,Southern Hawkweed
Hieracium argutum,Yosemite National Park,152,Vascular Plant,Southern Hawkweed,Not Evaluated,Southern Hawkweed
Hieracium aurantiacum,Bryce National Park,104,Vascular Plant,Orange Hawkweed,Not Evaluated,Orange Hawkweed
Hieracium aurantiacum,Great Smoky Mountains National Park,83,Vascular Plant,Orange Hawkweed,Not Evaluated,Orange Hawkweed
Hieracium aurantiacum,Yellowstone National Park,265,Vascular Plant,Orange Hawkweed,Not Evaluated,Orange Hawkweed
Hieracium aurantiacum,Yosemite National Park,184,Vascular Plant,Orange Hawkweed,Not Evaluated,Orange Hawkweed
Hieracium caespitosum,Bryce National Park,110,Vascular Plant,Field Hawkweed,Not Evaluated,Field Hawkweed
Hieracium caespitosum,Great Smoky Mountains National Park,72,Vascular Plant,Field Hawkweed,Not Evaluated,Field Hawkweed
Hieracium caespitosum,Yellowstone National Park,248,Vascular Plant,Field Hawkweed,Not Evaluated,Field Hawkweed
Hieracium caespitosum,Yosemite National Park,148,Vascular Plant,Field Hawkweed,Not Evaluated,Field Hawkweed
Hieracium cynoglossoides,Bryce National Park,98,Vascular Plant,Houndstongue Hawkweed,Not Evaluated,Houndstongue Hawkweed
Hieracium cynoglossoides,Great Smoky Mountains National Park,76,Vascular Plant,Houndstongue Hawkweed,Not Evaluated,Houndstongue Hawkweed
Hieracium cynoglossoides,Yellowstone National Park,258,Vascular Plant,Houndstongue Hawkweed,Not Evaluated,Houndstongue Hawkweed
Hieracium cynoglossoides,Yosemite National Park,134,Vascular Plant,Houndstongue Hawkweed,Not Evaluated,Houndstongue Hawkweed
Hieracium floribundum,Bryce National Park,87,Vascular Plant,Yellow Devil Hawkweed,Not Evaluated,Yellow Devil Hawkweed
Hieracium floribundum,Great Smoky Mountains National Park,77,Vascular Plant,Yellow Devil Hawkweed,Not Evaluated,Yellow Devil Hawkweed
Hieracium floribundum,Yellowstone National Park,219,Vascular Plant,Yellow Devil Hawkweed,Not Evaluated,Yellow Devil Hawkweed
Hieracium floribundum,Yosemite National Park,146,Vascular Plant,Yellow Devil Hawkweed,Not Evaluated,Yellow Devil Hawkweed
Hieracium gracile,Bryce National Park,73,Vascular Plant,Slender Hawkweed,Not Evaluated,Slender Hawkweed
Hieracium gracile,Great Smoky Mountains National Park,45,Vascular Plant,Slender Hawkweed,Not Evaluated,Slender Hawkweed
Hieracium gracile,Yellowstone National Park,246,Vascular Plant,Slender Hawkweed,Not Evaluated,Slender Hawkweed
Hieracium gracile,Yosemite National Park,146,Vascular Plant,Slender Hawkweed,Not Evaluated,Slender Hawkweed
Hieracium gronovii,Bryce National Park,85,Vascular Plant,Hairy Hawkweed,Not Evaluated,Hairy Hawkweed
Hieracium gronovii,Great Smoky Mountains National Park,102,Vascular Plant,Hairy Hawkweed,Not Evaluated,Hairy Hawkweed
Hieracium gronovii,Yellowstone National Park,265,Vascular Plant,Hairy Hawkweed,Not Evaluated,Hairy Hawkweed
Hieracium gronovii,Yosemite National Park,139,Vascular Plant,Hairy Hawkweed,Not Evaluated,Hairy Hawkweed
Hieracium horridum,Bryce National Park,89,Vascular Plant,"Prickly Hawkweed, Shaggy Hawkweed",Not Evaluated,Prickly Hawkweed
Hieracium horridum,Great Smoky Mountains National Park,92,Vascular Plant,"Prickly Hawkweed, Shaggy Hawkweed",Not Evaluated,Prickly Hawkweed
Hieracium horridum,Yellowstone National Park,255,Vascular Plant,"Prickly Hawkweed, Shaggy Hawkweed",Not Evaluated,Prickly Hawkweed
Hieracium horridum,Yosemite National Park,145,Vascular Plant,"Prickly Hawkweed, Shaggy Hawkweed",Not Evaluated,Prickly Hawkweed
Hieracium paniculatum,Bryce National Park,75,Vascular Plant,Panicled Hawkweed,Not Evaluated,Panicled Hawkweed
Hieracium paniculatum,Great Smoky Mountains National Park,56,Vascular Plant,Panicled Hawkweed,Not Evaluated,Panicled Hawkweed
Hieracium paniculatum,Yellowstone National Park,268,Vascular Plant,Panicled Hawkweed,Not Evaluated,Panicled Hawkweed
Hieracium paniculatum,Yosemite National Park,133,Vascular Plant,Panicled Hawkweed,Not Evaluated,Panicled Hawkweed
Hieracium pilosella,Bryce National Park,68,Vascular Plant,"Mouseear, Mouse-Ear Hawkweed",Not Evaluated,Mouseear
Hieracium pilosella,Great Smoky Mountains National Park,110,Vascular Plant,"Mouseear, Mouse-Ear Hawkweed",Not Evaluated,Mouseear
Hieracium pilosella,Yellowstone National Park,244,Vascular Plant,"Mouseear, Mouse-Ear Hawkweed",Not Evaluated,Mouseear
Hieracium pilosella,Yosemite National Park,140,Vascular Plant,"Mouseear, Mouse-Ear Hawkweed",Not Evaluated,Mouseear
Hieracium piloselloides,Bryce National Park,77,Vascular Plant,King Devil,Not Evaluated,King Devil
Hieracium piloselloides,Great Smoky Mountains National Park,57,Vascular Plant,King Devil,Not Evaluated,King Devil
Hieracium piloselloides,Yellowstone National Park,241,Vascular Plant,King Devil,Not Evaluated,King Devil
Hieracium piloselloides,Yosemite National Park,117,Vascular Plant,King Devil,Not Evaluated,King Devil
Hieracium scabrum,Bryce National Park,91,Vascular Plant,Rough Hawkweed,Not Evaluated,Rough Hawkweed
Hieracium scabrum,Great Smoky Mountains National Park,72,Vascular Plant,Rough Hawkweed,Not Evaluated,Rough Hawkweed
Hieracium scabrum,Yellowstone National Park,245,Vascular Plant,Rough Hawkweed,Not Evaluated,Rough Hawkweed
Hieracium scabrum,Yosemite National Park,136,Vascular Plant,Rough Hawkweed,Not Evaluated,Rough Hawkweed
Hieracium scouleri,Bryce National Park,110,Vascular Plant,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",Not Evaluated,Houndstongue Hawkweed
Hieracium scouleri,Great Smoky Mountains National Park,67,Vascular Plant,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",Not Evaluated,Houndstongue Hawkweed
Hieracium scouleri,Yellowstone National Park,244,Vascular Plant,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",Not Evaluated,Houndstongue Hawkweed
Hieracium scouleri,Yosemite National Park,156,Vascular Plant,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",Not Evaluated,Houndstongue Hawkweed
Hieracium venosum,Bryce National Park,116,Vascular Plant,Rattlesnake Hawkweed,Not Evaluated,Rattlesnake Hawkweed
Hieracium venosum,Great Smoky Mountains National Park,83,Vascular Plant,Rattlesnake Hawkweed,Not Evaluated,Rattlesnake Hawkweed
Hieracium venosum,Yellowstone National Park,274,Vascular Plant,Rattlesnake Hawkweed,Not Evaluated,Rattlesnake Hawkweed
Hieracium venosum,Yosemite National Park,146,Vascular Plant,Rattlesnake Hawkweed,Not Evaluated,Rattlesnake Hawkweed
Hierochloe odorata,Bryce National Park,70,Vascular Plant,"Sweetgrass, Vanilla Grass",Not Evaluated,Sweetgrass
Hierochloe odorata,Great Smoky Mountains National Park,70,Vascular Plant,"Sweetgrass, Vanilla Grass",Not Evaluated,Sweetgrass
Hierochloe odorata,Yellowstone National Park,232,Vascular Plant,"Sweetgrass, Vanilla Grass",Not Evaluated,Sweetgrass
Hierochloe odorata,Yosemite National Park,127,Vascular Plant,"Sweetgrass, Vanilla Grass",Not Evaluated,Sweetgrass
Himantopus mexicanus,Bryce National Park,131,Bird,Black-Necked Stilt,Not Evaluated,Black-Necked Stilt
Himantopus mexicanus,Great Smoky Mountains National Park,54,Bird,Black-Necked Stilt,Not Evaluated,Black-Necked Stilt
Himantopus mexicanus,Yellowstone National Park,256,Bird,Black-Necked Stilt,Not Evaluated,Black-Necked Stilt
Himantopus mexicanus,Yosemite National Park,178,Bird,Black-Necked Stilt,Not Evaluated,Black-Necked Stilt
Hippuris vulgaris,Bryce National Park,94,Vascular Plant,"Common Mare's Tail, Common Mare's-Tail",Not Evaluated,Common Mare's Tail
Hippuris vulgaris,Great Smoky Mountains National Park,90,Vascular Plant,"Common Mare's Tail, Common Mare's-Tail",Not Evaluated,Common Mare's Tail
Hippuris vulgaris,Yellowstone National Park,245,Vascular Plant,"Common Mare's Tail, Common Mare's-Tail",Not Evaluated,Common Mare's Tail
Hippuris vulgaris,Yosemite National Park,148,Vascular Plant,"Common Mare's Tail, Common Mare's-Tail",Not Evaluated,Common Mare's Tail
Hirschfeldia incana,Bryce National Park,157,Vascular Plant,Shortpod Mustard,Not Evaluated,Shortpod Mustard
Hirschfeldia incana,Great Smoky Mountains National Park,91,Vascular Plant,Shortpod Mustard,Not Evaluated,Shortpod Mustard
Hirschfeldia incana,Yellowstone National Park,237,Vascular Plant,Shortpod Mustard,Not Evaluated,Shortpod Mustard
Hirschfeldia incana,Yosemite National Park,131,Vascular Plant,Shortpod Mustard,Not Evaluated,Shortpod Mustard
Hirundo rustica,Bryce National Park,104,Bird,Barn Swallow,Not Evaluated,Barn Swallow
Hirundo rustica,Great Smoky Mountains National Park,45,Bird,Barn Swallow,Not Evaluated,Barn Swallow
Hirundo rustica,Yellowstone National Park,230,Bird,Barn Swallow,Not Evaluated,Barn Swallow
Hirundo rustica,Yosemite National Park,118,Bird,Barn Swallow,Not Evaluated,Barn Swallow
Histrionicus histrionicus,Bryce National Park,106,Bird,Harlequin Duck,Not Evaluated,Harlequin Duck
Histrionicus histrionicus,Great Smoky Mountains National Park,66,Bird,Harlequin Duck,Not Evaluated,Harlequin Duck
Histrionicus histrionicus,Yellowstone National Park,288,Bird,Harlequin Duck,Not Evaluated,Harlequin Duck
Histrionicus histrionicus,Yosemite National Park,114,Bird,Harlequin Duck,Not Evaluated,Harlequin Duck
Hoita macrostachya,Bryce National Park,130,Vascular Plant,Large Leather-Root,Not Evaluated,Large Leather-Root
Hoita macrostachya,Great Smoky Mountains National Park,84,Vascular Plant,Large Leather-Root,Not Evaluated,Large Leather-Root
Hoita macrostachya,Yellowstone National Park,263,Vascular Plant,Large Leather-Root,Not Evaluated,Large Leather-Root
Hoita macrostachya,Yosemite National Park,187,Vascular Plant,Large Leather-Root,Not Evaluated,Large Leather-Root
Holcus lanatus,Bryce National Park,99,Vascular Plant,"Common Velvet Grass, Velvetgrass",Not Evaluated,Common Velvet Grass
Holcus lanatus,Great Smoky Mountains National Park,72,Vascular Plant,"Common Velvet Grass, Velvetgrass",Not Evaluated,Common Velvet Grass
Holcus lanatus,Yellowstone National Park,268,Vascular Plant,"Common Velvet Grass, Velvetgrass",Not Evaluated,Common Velvet Grass
